S.N,Year Month,Metered Energy,Energy to R.E. (Local distribution),Internal Consumption,Total Energy Generation,Backfeed Energy From NEA,Backfeed Amount,Rate to NEA,R.E Rate (NRS),Invoice to NEA(NRS),Amount paid by NEA (NRs),Amount Deducted,Revenue From R.E (NRs) Local Distribution,Previous Due Royalty Chargeable Rs,Royalty Amount,col,PlantId,FiscalId,Plant,FiscalYear,Additional Energy,Transmission Loss,Seasional Rate,Billed Amount to NEA,Amount paid by NEA Rs,Late COD & Other Fine Rs,Short Supply,Remarks,Seasional Rate (USD),Exchange Rate,Invoice to NEA(USD),Amount paid by NEA (USD)
6,2080/6,3732512.10,,,3732512.10,220.00,2376.00,,,,,,,19521038.30,390420.77,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,5.23,,19518662.30,,,,,,,
7,2080/7,1828397.14,,,1828397.14,60.00,648.00,,,,,,,9562517.05,191250.34,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,5.23,,9561869.05,,,,,,,
8,2080/8,885953.50,,,885953.50,50.00,540.00,,,,,,,4633536.82,92670.74,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,5.23,,4632996.82,,,,,,,
9,2080/9,662554.04,,,662554.04,50.00,540.00,,,,,,,6068995.04,121379.9,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,9.16,,6068455.04,,,,,,,
10,2080/10,475331.26,,,475331.26,30.00,324.00,,,,,,,4354034.30,87080.69,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,9.16,,4353710.30,,,,,,,
11,2080/11,388185.89,,,388185.89,50.00,540.00,,,,,,,3555782.79,71115.66,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,9.16,,3555242.79,,,,,,,
12,2080/12,469741.64,,,469741.64,100.00,1080.00,,,,,,,4420268.87,88405.38,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,9.41,,4419188.87,,,,,,,
13,2081/1,425599.29,,,425599.29,1320.00,14256.00,,,,,,,2289724.18,45794.48,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,5.38,,2275468.18,,,,,,,
14,2081/2,634557.29,,,634557.29,90.00,972.00,,,,,,,3413918.24,68278.36,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,,,5.38,,3412946.24,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,2536099.37,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,750000.0,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,4210681.33,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,821237.24,,94,17,"Upper Khorunga HPP , 7500 kW",080/81,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2079/3,4102707.04,,,4102707.04,960.00,10368.00,,,,,,,20882778.84,417655.58,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,20872410.84,,,,,,,
2,2079/4,3865888.62,,,3865888.62,730.00,7884.00,,,,,,,19677373.08,393547.46,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,19669489.08,,,,,,,
3,2079/5,4116632.38,,,4116632.38,620.00,6696.00,,,,,,,20953658.82,419073.18,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,20946962.82,,,,,,,
4,2079/6,3314396.47,,,3314396.47,1190.00,12852.00,,,,,,,16870278.01,337405.56,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,16857426.01,,,,,,,
5,2079/7,2502597.83,,,2502597.83,950.00,10260.00,,,,,,,12738222.98,254764.46,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,12727962.98,,,,,,,
6,2079/8,1140193.21,,,1140193.21,170.00,1836.00,,,,,,,5803583.42,116071.67,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.09,,5801747.42,,,,,,,
7,2079/9,756593.91,,,756593.91,320.00,3456.00,,,,,,,6733685.80,134673.72,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,8.90,,6730229.80,,,,,,,
8,2079/10,561775.48,,,561775.48,40.00,432.00,,,,,,,4999801.79,99996.04,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,8.90,,4999369.79,,,,,,,
9,2079/11,338726.59,,,338726.59,80.00,864.00,,,,,,,3014666.67,60293.33,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,8.90,,3013802.67,,,,,,,
10,2079/12,659979.52,,,659979.52,310.00,3348.00,,,,,,,6045412.42,120908.25,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,9.16,,6042064.42,,,,,,,
11,2080/1,424713.13,,,424713.13,370.00,3996.00,,,,,,,2221249.68,44424.99,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.23,,2217253.68,,,,,,,
12,2080/2,750118.14,,,750118.14,350.00,3780.00,,,,,,,3923117.87,78462.36,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,,,5.23,,3919337.87,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,2477276.6,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,750000.0,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,2456190.96,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,1745819.2,,94,16,"Upper Khorunga HPP , 7500 kW",079/80,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2081/3,3864561.01,,,3864561.01,400.00,4320.00,,,,,,,20791338.23,415826.76,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,20787018.23,,,,,,,
2,2081/4,5150223.70,,,5150223.70,230.00,2484.00,,,,,,,27708203.52,554164.07,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,27705719.52,,,,,,,
3,2081/5,5247990.00,,,5247990.00,170.00,1836.00,,,,,,,28234186.20,564683.72,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,28232350.20,,,,,,,
4,2081/6,4868503.36,,,4868503.36,190.00,2052.00,,,,,,,26192548.09,523850.96,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,26190496.09,,,,,,,
5,2081/7,2609589.24,,,2609589.24,120.00,1296.00,,,,,,,14039590.11,280791.8,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,14038294.11,,,,,,,
6,2081/8,1077441.53,,,1077441.53,50.00,540.00,,,,,,,5796635.45,115932.71,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.38,,5796095.45,,,,,,,
7,2081/9,733923.85,,,733923.85,60.00,648.00,,,,,,,6906223.39,138124.47,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,9.41,,6905575.39,,,,,,,
8,2081/10,536135.33,,,536135.33,90.00,972.00,,,,,,,5045033.44,100900.67,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,9.41,,5044061.44,,,,,,,
9,2081/11,393162.01,,,393162.01,390.00,4212.00,,,,,,,3699654.53,73993.09,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,9.41,,3695442.53,,,,,,,
10,2081/12,383609.03,,,383609.03,930.00,10044.00,,,,,,,3705663.27,74113.27,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,9.66,,3695619.27,,,,,,,
11,2082/1,808224.79,,,808224.79,310.00,3348.00,,,,,,,4461400.82,89228.02,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.52,,4458052.82,,,,,,,
12,2082/2,1409945.54,,,1409945.54,210.00,2268.00,,,,,,,7782899.40,155657.99,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,,,5.52,,7780631.40,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,3087267.53,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,750000.0,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,3752760.38,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,905744.39,,94,18,"Upper Khorunga HPP , 7500 kW",081/82,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2077/3,1943572.12,,,2032600.00,680.00,7344.00,,,,,,,9329146.18,186582.92,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,89027.88,4.80,9321802.18,9321802.18,,,,,,,
2,2077/4,1489816.97,,,1558060.00,550.00,5940.00,,,,,,,7151121.47,143022.43,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,68243.03,4.80,7145181.47,7145181.47,,,,,,,
3,2077/5,1453768.23,,,1520360.00,290.00,3132.00,,,,,,,6978087.51,139561.75,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,66591.77,4.80,6974955.51,6974955.51,,,,,,,
4,2077/6,5078700.00,,,5163442.93,360.00,3888.00,,,,,,,8880129.96,177602.6,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,84742.93,4.80,8876241.96,8876241.96,,,,,,,
5,2077/7,1659650.00,,,1732342.67,230.00,2484.00,,,,,,,7617395.18,152347.9,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,72692.67,4.80,7614911.18,7614911.18,,,,,,,
6,2077/8,862836.63,,,902360.00,410.00,4428.00,,,,,,,4141615.82,82832.32,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,39523.37,4.80,4137187.83,4137187.82,,,,,,,
7,2077/9,653476.64,,,683410.00,140.00,1512.00,,,,,,,5489203.78,109784.08,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,29933.36,8.40,5487691.79,5487691.78,,,,,,,
8,2077/10,653476.64,,,678470.67,150.00,1620.00,,,,,,,4583426.13,91668.52,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,24994.03,8.40,4581806.13,4581806.13,,,,,,,
9,2077/11,494623.14,,,517280.00,100.00,1080.00,,,,,,,4154834.34,83096.69,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,22656.86,8.40,4153754.34,4153754.34,,,,,,,
10,2077/12,405792.16,,,424380.00,290.00,3132.00,,,,,,,3510102.15,70202.04,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,18587.84,8.40,3506970.15,3506970.15,,,,,,,
11,2078/1,594536.47,,,621770.00,290.00,3132.00,,,,,,,2937010.18,58740.2,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,27233.53,4.94,2933878.18,2933878.18,,,,,,,
12,2078/2,878346.20,,,918580.00,220.00,2376.00,,,,,,,4339030.21,86780.6,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,,40233.80,4.94,4336654.21,4336654.21,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,1382222.05,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,750000.0,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,1157924.79,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,1382222.26,,94,14,"Upper Khorunga HPP , 7500 kW",077/78,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2076/3,0.00,,0.00,0.00,,,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
2,2076/4,0.00,,0.00,0.00,,,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
3,2076/5,0.00,,0.00,0.00,,,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
4,2076/6,0.00,,0.00,0.00,,,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
5,2076/7,0.00,,0.00,0.00,,0.00,,,,,,,0.00,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
6,2076/8,0.00,,0.00,0.00,,0.00,,,,,,,0.00,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
7,2076/9,0.00,,0.00,0.00,,0.00,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
8,2076/10,0.00,,0.00,0.00,,0.00,,,,,,,,,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,0.00,,,,,,,,,,
9,2076/11,336840.57,,0.00,352270.00,310.00,3348.00,,,,,,,2829460.82,56589.22,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,15429.43,8.40,2828164.82,2826112.82,0.00,,,,,,
10,2076/12,612713.84,,0.00,640780.00,340.00,3672.00,,,,,,,5146796.22,102935.92,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,28066.16,8.40,5143124.22,5143124.22,0.00,,,,,,
11,2077/1,858285.12,,0.00,897600.00,290.00,3132.00,,,,,,,4119768.58,82395.37,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,39314.88,8.40,4116636.58,4116636.58,0.00,,,,,,
12,2077/2,1729211.20,,0.00,1808420.00,430.00,4644.00,,,,,,,8300213.78,166004.28,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,0.00,79208.80,8.40,8297621.78,8295569.78,0.00,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,407924.79,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,750000.0,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,750000.0,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,407924.79,,94,12,"Upper Khorunga HPP , 7500 kW",076/77,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2081/3,,,,0.00,,,,,,,,,0.00,0.0,,186,18,"Upper Lohore SHP , 4000 kW",081/82,,,,,,,,COD 2082/01/04,,,,
2,2082/1,328695.86,,,328695.86,108.00,1166.40,,,,,,,1577740.13,31554.8,,186,18,"Upper Lohore SHP , 4000 kW",081/82,,,4.80,,1576573.73,,,,,,,
3,2082/2,458728.71,,,458728.71,11.49,124.14,,,,,,,2201897.79,44037.96,,186,18,"Upper Lohore SHP , 4000 kW",081/82,,,4.80,,2201773.65,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,75592.76,,186,18,"Upper Lohore SHP , 4000 kW",081/82,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,400000.0,,186,18,"Upper Lohore SHP , 4000 kW",081/82,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,400000.0,,186,18,"Upper Lohore SHP , 4000 kW",081/82,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,75592.76,,186,18,"Upper Lohore SHP , 4000 kW",081/82,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2082/3,1095992.22,,,1095992.22,22.02,237.91,,,,,,,5260762.67,105215.25,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,5260524.76,,,,,,,
2,2082/4,1753859.04,,,1753859.04,,,,,,,,,8418523.39,168370.47,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,8418523.39,,,,,,,
3,2082/5,2007423.54,,,2007423.54,,,,,,,,,9635632.98,192712.66,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,9635632.98,,,,,,,
4,2082/6,2302915.51,,,2302915.51,,,,,,,,,11053994.44,221079.89,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,11053994.44,,,,,,,
5,2082/7,4000.00,,,1455620.59,28.75,310.50,,,,,,,3503089.41,70061.79,,186,19,"Upper Lohore SHP , 4000 kW",082/83,1451620.59,,4.80,,3502778.91,,,1451620.59 kwh@2.40 = 3483889.41 is excess energy,,,,
6,2082/8,810988.96,,,810988.96,11.43,123.43,,,,,,,3892747.00,77854.94,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,3892623.57,,,,,,,
7,2082/9,571372.25,,,571372.25,36.43,393.43,,,,,,,4799526.89,95990.54,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,8.40,,4799133.46,,,,,,,
8,2082/10,443505.04,,,443505.04,,,,,,,,,3725442.35,74508.85,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,8.40,,3725442.35,,,,,,,
9,2082/11,344113.01,,,344113.01,39.47,426.32,,,,,,,2890549.27,57810.99,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,8.40,,2890122.95,,,,,,,
10,2082/12,513290.00,,,513290.00,28.00,302.40,,,,,,,4311636.00,86232.72,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,8.40,,4311333.60,,,,,,,
11,2083/1,505477.00,,,505477.00,17.24,186.21,,,,,,,2426289.60,48525.79,,186,19,"Upper Lohore SHP , 4000 kW",082/83,,,4.80,,2426103.39,,,,,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,1198363.89,,186,19,"Upper Lohore SHP , 4000 kW",082/83,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,0.0,,186,19,"Upper Lohore SHP , 4000 kW",082/83,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,1225430.86,,186,19,"Upper Lohore SHP , 4000 kW",082/83,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,-27066.97,,186,19,"Upper Lohore SHP , 4000 kW",082/83,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2080/3,1649617.10,,,1649617.10,120.00,1296.00,,,,,,,4475682.41,89513.65,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,4.80,,3922087.05,,552299.36,श्रावणको मेमोमा उल्लेख भए अनुसार सर्ट सप्लाई पेनाल्टी 3994779.04 नभई 552299.36 भएको ।,,,,
2,2080/4,1832477.02,,,1832477.02,300.00,3240.00,,,,,,,8794982.70,175899.65,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,4.80,,8286221.41,,505521.29,,,,,
3,2080/4,,,,0.00,,,,,,,,,3442479.68,68849.59,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,,,3442479.68,,,Ashad chhut bill short supply,,,,
4,2080/5,1798061.74,,,1798061.74,300.00,3240.00,,,,,,,8630696.38,172613.93,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,4.80,,8076835.83,,550620.55,,,,,
5,2080/6,1869872.65,,,1869872.65,240.00,2592.00,,,,,,,8975388.70,179507.77,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,4.80,,8574763.42,,398033.28,,,,,
6,2080/7,1982980.88,,,1982980.88,30.00,324.00,,,,,,,9518308.22,190366.16,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,4.80,,9176387.65,,341596.57,,,,,
7,2080/8,1182510.42,,,2205605.86,10.00,108.00,,,,,,,14270051.72,285401.03,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,1023095.44,,4.80,,13923157.86,,346785.86,"2080 mansir 01 to 16 CE = 1182510.42 kwh@4.80, 2080 mansir 16 to poush 01 CE = 1023095.44 kwh@8.40, short supply 346785.86 = 75486.86+271299",,,,
8,2080/9,1652536.93,,,1652536.93,30.00,324.00,,,,,,,13881310.21,277626.2,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,8.40,,13841877.27,,39108.94,,,,,
9,2080/10,1422924.88,,,1422924.88,10.00,108.00,,,,,,,11952568.99,239051.38,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,8.40,,11952460.99,,,,,,,
10,2080/11,1328529.65,,,1328529.65,10.00,108.00,,,,,,,11159649.06,223192.98,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,8.40,,11159541.06,,,,,,,
11,2080/12,1431161.96,,,1431161.96,40.00,432.00,,,,,,,12379550.96,247591.02,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,8.65,,12379118.96,,,,,,,
12,2081/1,1534988.32,,,1534988.32,30.00,324.00,,,,,,,13277648.98,265552.98,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,,,8.65,,13277324.98,,,,,,,
13,2081/2,913818.03,,,1985754.03,30.00,324.00,,,,,,,13199889.76,263997.8,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,1071936.00,,8.65,,12959523.75,,240042.01,"२०८१ जेष्ठ ०१-१६ सम्म CE 913818.03kwh@8.65, short supply = 240042.01, २०८१ जेष्ठ १६ - आषाढ ०१ सम्म CE 1071936@4.94",,,,
Energy Royalty,Energy Royalty,Energy Royalty,,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,,,Energy Royalty,2679164.14,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,Energy Royalty,,,,,
Capacity Royalty,Capacity Royalty,Capacity Royalty,,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,,,Capacity Royalty,455000.0,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,Capacity Royalty,,,,,
Received,Received,Received,,Received,Received,Received,Received,,,,,,,Received,2842643.22,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,Received,Received,Received,Received,Received,Received,Received,,,,,
Balance,Balance,Balance,,Balance,Balance,Balance,Balance,,,,,,,Balance,1356963.44,,147,17,"Upper Machha Khola Small , 4550 kW",080/81,Balance,Balance,Balance,Balance,Balance,Balance,Balance,,,,,
1,2081/3,1937787.73,,,1937787.73,100.00,1080.00,,,,,,,9572671.37,191453.43,,147,18,"Upper Machha Khola Small , 4550 kW",081/82,,,4.94,,9571591.37,,,,,,,
2,2081/4,2489369.93,,,2489369.93,40.00,432.00,,,,,,,12297487.46,245949.75,,147,18,"Upper Machha Khola Small , 4550 kW",081/82,,,4.94,,12297055.46,,,,,,,
3,2081/5,2541441.29,,,2541441.29,50.00,540.00,,,,,,,12554719.98,251094.4,,147,18,"Upper Machha Khola Small , 4550 kW",081/82,,,4.94,,12554179.98,,,,,,,
